LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
R GARIBALDI;COLISAO;20130822 22:35;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV SAO PEDRO;CHOQUE;20130822 23:00;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV WENCESLAU ESCOBAR;ABALROAMENTO;20130822 23:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PROTASIO ALVES;COLISAO;20130822 23:29;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV LOUREIRO DA SILVA;ABALROAMENTO;20130823 00:01;SEXTA-FEIRA;0;0;0;0;0;2;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R AGENOR MENDES OURIQUES;EVENTUAL;20130823 06:20;SEXTA-FEIRA;0;0;0;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;SUL
AV BALTAZAR DE OLIVEIRA GARCIA;ABALROAMENTO;20130823 06:53;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV PROTASIO ALVES;TOMBAMENTO;20130823 07:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV VICENTE MONTEGGIA;COLISAO;20130823 07:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R SAO LEOPOLDO;QUEDA;20130823 07:23;SEXTA-FEIRA;0;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R CIRINO PRUNES;COLISAO;20130823 08:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV PROTASIO ALVES;ABALROAMENTO;20130823 08:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NAO IDENTIFICADO
AV BENTO GONCALVES;COLISAO;20130823 08:15;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BENTO GONCALVES;ABALROAMENTO;20130823 08:25;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R TITO LIVIO ZAMBECARI;COLISAO;20130823 08:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV BENJAMIN CONSTANT;ABALROAMENTO;20130823 08:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV IPIRANGA;COLISAO;20130823 08:40;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R SARMENTO LEITE;ABALROAMENTO;20130823 09:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
R ANTONIO JORGE DA SILVA;QUEDA;20130823 09:15;SEXTA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;0;CHUVOSO;DIA;SUL
AV BENTO GONCALVES;CHOQUE;20130823 09:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R MOSTARDEIRO;ABALROAMENTO;20130823 09:45;SEXTA-FEIRA;0;0;0;0;0;1;0;0;0;1;0;0;0;NUBLADO;DIA;LESTE
R ENG LUIZ ENGLERT;ABALROAMENTO;20130823 10:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
ESTR JOAO DE OLIVEIRA REMIAO;QUEDA;20130823 10:15;SEXTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV DA CAVALHADA;COLISAO;20130823 10:22;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
R GUILHERME ALVES;ABALROAMENTO;20130823 10:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R VOLUNTARIOS DA PATRIA;ATROPELAMENTO;20130823 11:00;SEXTA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;0;BOM;DIA;CENTRO
AV SERTORIO;ABALROAMENTO;20130823 11:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV VICENTE MONTEGGIA;ABALROAMENTO;20130823 11:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R PROF CRISTIANO FISCHER;COLISAO;20130823 11:40;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R SAO SALVADOR;ABALROAMENTO;20130823 12:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV PLINIO BRASIL MILANO;ATROPELAMENTO;20130823 12:11;SEXTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R PRIMEIRO DE MARCO;COLISAO;20130823 12:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV DR NILO PECANHA;COLISAO;20130823 12:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV DA CAVALHADA;ABALROAMENTO;20130823 12:40;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R DR VARGAS NETO;CHOQUE;20130823 12:52;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R CARLOS DE LAET;COLISAO;20130823 13:15;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R GUADALAJARA;ABALROAMENTO;20130823 13:20;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
R DR SALVADOR FRANCA;ATROPELAMENTO;20130823 13:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV DA CAVALHADA;CHOQUE;20130823 13:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV PRINCESA ISABEL;ABALROAMENTO;20130823 13:52;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R LIBIA;ABALROAMENTO;20130823 14:00;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;LESTE
LG VESPASIANO JULIO VEPPO;COLISAO;20130823 14:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R VALPARAISO;COLISAO;20130823 14:27;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130823 14:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R CELESTE GOBBATO;ABALROAMENTO;20130823 14:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R CASEMIRO DE ABREU;COLISAO;20130823 15:00;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R MARECHAL FLORIANO PEIXOTO;ATROPELAMENTO;20130823 15:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
AV BAGE;ABALROAMENTO;20130823 15:35;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV FARRAPOS;ABALROAMENTO;20130823 15:50;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
R JOAO MOREIRA MACIEL;ABALROAMENTO;20130823 16:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;DIA;NORTE
R SANTA RITA;TOMBAMENTO;20130823 16:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV PROF OSCAR PEREIRA;ABALROAMENTO;20130823 16:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R SANTO INACIO;ABALROAMENTO;20130823 17:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV BELEM VELHO;ABALROAMENTO;20130823 17:55;SEXTA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R VICENTE DA FONTOURA;COLISAO;20130823 17:55;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R LA PLATA;ABALROAMENTO;20130823 18:05;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R JOSE DE ALENCAR;ATROPELAMENTO;20130823 18:10;SEXTA-FEIRA;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV FARRAPOS;ABALROAMENTO;20130823 18:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV SERTORIO;ATROPELAMENTO;20130823 18:30;SEXTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV BORGES DE MEDEIROS;ATROPELAMENTO;20130823 18:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV SERTORIO;COLISAO;20130823 19:20;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
LG VESPASIANO JULIO VEPPO;ABALROAMENTO;20130823 19:35;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R SALDANHA DA GAMA;CHOQUE;20130823 20:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV CEL LUCAS DE OLIVEIRA;CHOQUE;20130823 20:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R VISCONDE DE MACAE;ABALROAMENTO;20130823 21:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV CEL LUCAS DE OLIVEIRA;ABALROAMENTO;20130823 21:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV NONOAI;COLISAO;20130823 21:05;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;NOITE;SUL
AV MANOEL ELIAS;ABALROAMENTO;20130823 22:15;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;NOITE;NORTE
R CARMELITA GRIPPI;CHOQUE;20130823 22:30;SEXTA-FEIRA;0;0;1;1;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV JULIO DE CASTILHOS;ABALROAMENTO;20130823 22:40;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;NUBLADO;NOITE;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20130823 23:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV SATURNINO DE BRITO;ATROPELAMENTO;20130823 23:01;SEXTA-FEIRA;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV JOAO PESSOA;ABALROAMENTO;20130823 23:05;SEXTA-FEIRA;1;0;0;0;1;0;0;1;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R GEN COUTO DE MAGALHAES;CHOQUE;20130824 00:30;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV OSVALDO ARANHA;CHOQUE;20130824 02:30;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
AV PROTASIO ALVES;ABALROAMENTO;20130824 05:10;SABADO;2;0;0;0;0;1;0;0;0;0;1;0;0;CHUVOSO;NOITE;LESTE
AV ASSIS BRASIL;CAPOTAGEM;20130824 06:20;SABADO;3;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV JUSCELINO KUBITSCHEK DE OLIVEIRA;ATROPELAMENTO;20130824 07:50;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV OSWALDO ROLLA (FOGUINHO);ABALROAMENTO;20130824 08:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R DONA EUGENIA;COLISAO;20130824 08:39;SABADO;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R PROF ANNES DIAS;COLISAO;20130824 08:50;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R TEN CEL FABRICIO PILAR;ABALROAMENTO;20130824 09:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R DR BARCELOS;ABALROAMENTO;20130824 09:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV EDVALDO PEREIRA PAIVA;ABALROAMENTO;20130824 09:05;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;SUL
R EUDORO BERLINK;ABALROAMENTO;20130824 09:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130824 09:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
AV ICARAI;COLISAO;20130824 09:35;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R MOSTARDEIRO;ABALROAMENTO;20130824 09:40;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV BRASIL;ABALROAMENTO;20130824 09:46;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
R VICENTE DA FONTOURA;ABALROAMENTO;20130824 10:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R DONA MARGARIDA;ABALROAMENTO;20130824 11:40;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
R MARCILIO DIAS;ABALROAMENTO;20130824 11:55;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R JERUSALEM;ABALROAMENTO;20130824 12:45;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV GETULIO VARGAS;ABALROAMENTO;20130824 13:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R SILVEIRO;ABALROAMENTO;20130824 14:20;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;DIA;SUL
R CASEMIRO DE ABREU;ABALROAMENTO;20130824 15:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R PROF CRISTIANO FISCHER;ABALROAMENTO;20130824 15:08;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;DIA;LESTE
R DONA EUGENIA;COLISAO;20130824 15:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R JOSE DE ALENCAR;ABALROAMENTO;20130824 16:20;SABADO;1;0;0;0;0;0;0;1;0;0;1;0;0;BOM;DIA;SUL
R JOSE DE ALENCAR;ABALROAMENTO;20130824 16:20;SABADO;1;0;0;0;0;0;0;1;0;0;1;0;0;BOM;DIA;SUL
R MIGUEL COUTO;COLISAO;20130824 16:50;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
R DOLORES DURAN;QUEDA;20130824 17:00;SABADO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV ADELINO FERREIRA JARDIM;ABALROAMENTO;20130824 17:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV PANAMERICANA;ABALROAMENTO;20130824 18:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV OTTO NIEMEYER;COLISAO;20130824 18:08;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
R BUTUI;COLISAO;20130824 18:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PANAMERICANA;ABALROAMENTO;20130824 18:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R BARAO DO COTEGIPE;COLISAO;20130824 18:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV BORGES DE MEDEIROS;COLISAO;20130824 18:40;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
R NOVE DE JUNHO;ATROPELAMENTO;20130824 18:48;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV MAUA;COLISAO;20130824 19:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
AV CHUI;COLISAO;20130824 19:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PROTASIO ALVES;ABALROAMENTO;20130824 19:38;SABADO;0;0;0;0;1;0;1;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV JOAO PESSOA;ABALROAMENTO;20130824 20:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV BORGES DE MEDEIROS;COLISAO;20130824 20:10;SABADO;0;0;0;0;1;2;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PROTASIO ALVES;COLISAO;20130824 21:00;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
R MOSTARDEIRO;ABALROAMENTO;20130824 21:00;SABADO;1;0;0;0;0;2;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV DO FORTE;ATROPELAMENTO;20130824 21:15;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV ASSIS BRASIL;ABALROAMENTO;20130824 21:30;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV BENTO GONCALVES;COLISAO;20130824 22:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
R COMENDADOR RHEINGANTZ;CHOQUE;20130824 22:16;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV BELEM VELHO;ABALROAMENTO;20130824 22:30;SABADO;2;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
R TAMANDARE;ABALROAMENTO;20130824 22:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV PROTASIO ALVES;ABALROAMENTO;20130824 23:05;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
R VASCO DA GAMA;COLISAO;20130824 23:10;SABADO;0;0;0;0;2;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20130825 00:01;DOMINGO;2;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
R SAO JORGE;COLISAO;20130825 04:00;DOMINGO;1;0;0;0;0;1;0;0;0;0;1;0;0;CHUVOSO;NOITE;NORTE
AV BENTO GONCALVES;CHOQUE;20130825 05:00;DOMINGO;0;0;0;0;0;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R TEN ALPOIM;COLISAO;20130825 06:00;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV OTTO NIEMEYER;COLISAO;20130825 06:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV JUSCELINO KUBITSCHEK DE OLIVEIRA;CHOQUE;20130825 07:10;DOMINGO;0;0;0;0;4;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV SILVA PAES;COLISAO;20130825 11:00;DOMINGO;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV BENTO GONCALVES;ABALROAMENTO;20130825 11:15;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV BENTO GONCALVES;ABALROAMENTO;20130825 11:35;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV OSVALDO ARANHA;COLISAO;20130825 12:45;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
ESTR JOAO DE OLIVEIRA REMIAO;ABALROAMENTO;20130825 13:00;DOMINGO;0;0;1;1;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R PEREIRA FRANCO;ABALROAMENTO;20130825 13:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20130825 14:00;DOMINGO;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;NORTE
R REV DANIEL BETTS;ABALROAMENTO;20130825 15:00;DOMINGO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
TRAV SERAFIM TERRA;ABALROAMENTO;20130825 15:00;DOMINGO;1;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
R SEIS DE NOVEMBRO;ABALROAMENTO;20130825 15:30;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV PROTASIO ALVES;COLISAO;20130825 16:25;DOMINGO;1;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV ASSIS BRASIL;COLISAO;20130825 17:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
ESTR JOAO VEDANA;ABALROAMENTO;20130825 17:30;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CERES;ABALROAMENTO;20130825 18:00;DOMINGO;0;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;NOITE;LESTE
AV BELEM VELHO;COLISAO;20130825 18:05;DOMINGO;1;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
AV MARTINS BASTOS;ABALROAMENTO;20130825 19:30;DOMINGO;1;0;0;0;1;0;1;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV PORTO ALEGRE;CHOQUE;20130825 19:50;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV FARRAPOS;COLISAO;20130825 19:55;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;NOITE;NORTE
AV PADRE CACIQUE;QUEDA;20130825 21:00;DOMINGO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV FARRAPOS;ABALROAMENTO;20130825 21:23;DOMINGO;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R LEOPOLDO BETTIOL;CHOQUE;20130825 22:35;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
R EDU CHAVES;COLISAO;20130825 23:56;DOMINGO;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV IPIRANGA;COLISAO;20130826 06:50;SEGUNDA-FEIRA;1;0;0;0;4;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV ASSIS BRASIL;COLISAO;20130826 07:15;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
AV IPIRANGA;CHOQUE;20130826 07:26;SEGUNDA-FEIRA;0;0;0;0;4;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
